 Total Nb of available Diagnostics: ndiagt=   320
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
   260 |SIaQbOCN|  1 |       |SM      M1|m/s             |Potential HEFF rate of change by ocean ice flux
   261 |SIaQbATC|  1 |       |SM      M1|m/s             |Potential HEFF rate of change by atm flux over ice
   262 |SIaQbATO|  1 |       |SM      M1|m/s             |Potential HEFF rate of change by open ocn atm flux
   263 |SIdHbOCN|  1 |       |SM      M1|m/s             |HEFF rate of change by ocean ice flux
   264 |SIdSbATC|  1 |       |SM      M1|m/s             |HSNOW rate of change by atm flux over sea ice
   265 |SIdSbOCN|  1 |       |SM      M1|m/s             |HSNOW rate of change by ocean ice flux
   266 |SIdHbATC|  1 |       |SM      M1|m/s             |HEFF rate of change by atm flux over sea ice
   267 |SIdHbATO|  1 |       |SM      M1|m/s             |HEFF rate of change by open ocn atm flux
   268 |SIdHbFLO|  1 |       |SM      M1|m/s             |HEFF rate of change by flooding snow
   269 |SIdAbATO|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by open ocn atm flux
   270 |SIdAbATC|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by atm flux over ice
   271 |SIdAbOCN|  1 |       |SM      M1|m^2/m^2/s       |Potential AREA rate of change by ocean ice flux
   272 |SIdA    |  1 |       |SM      M1|m^2/m^2/s       |AREA rate of change (net)
   273 |ADVxHEFF|  1 |   274 |UU      M1|m.m^2/s         |Zonal      Advective Flux of eff ice thickn
   274 |ADVyHEFF|  1 |   273 |VV      M1|m.m^2/s         |Meridional Advective Flux of eff ice thickn
   275 |SIuheff |  1 |   276 |UU      M1|m^2/s           |Zonal      Transport of eff ice thickn (centered)
   276 |SIvheff |  1 |   275 |VV      M1|m^2/s           |Meridional Transport of eff ice thickn (centered)
   277 |DFxEHEFF|  1 |   278 |UU      M1|m^2/s           |Zonal      Diffusive Flux of eff ice thickn
   278 |DFyEHEFF|  1 |   277 |VV      M1|m^2/s           |Meridional Diffusive Flux of eff ice thickn
   279 |ADVxAREA|  1 |   280 |UU      M1|m^2/m^2.m^2/s   |Zonal      Advective Flux of fract area
   280 |ADVyAREA|  1 |   279 |VV      M1|m^2/m^2.m^2/s   |Meridional Advective Flux of fract area
   281 |DFxEAREA|  1 |   282 |UU      M1|m^2/m^2.m^2/s   |Zonal      Diffusive Flux of fract area
   282 |DFyEAREA|  1 |   281 |VV      M1|m^2/m^2.m^2/s   |Meridional Diffusive Flux of fract area
   283 |ADVxSNOW|  1 |   284 |UU      M1|m.m^2/s         |Zonal      Advective Flux of eff snow thickn
   284 |ADVySNOW|  1 |   283 |VV      M1|m.m^2/s         |Meridional Advective Flux of eff snow thickn
   285 |DFxESNOW|  1 |   286 |UU      M1|m.m^2/s         |Zonal      Diffusive Flux of eff snow thickn
   286 |DFyESNOW|  1 |   285 |VV      M1|m.m^2/s         |Meridional Diffusive Flux of eff snow thickn
   287 |ADVxSSLT|  1 |   288 |UU      M1|psu.m^2/s       |Zonal      Advective Flux of seaice salinity
   288 |ADVySSLT|  1 |   287 |VV      M1|psu.m^2/s       |Meridional Advective Flux of seaice salinity
   289 |DFxESSLT|  1 |   290 |UU      M1|psu.m^2/s       |Zonal      Diffusive Flux of seaice salinity
   290 |DFyESSLT|  1 |   289 |VV      M1|psu.m^2/s       |Meridional Diffusive Flux of seaice salinity
   291 |SIpress |  1 |       |SM      M1|m^2/s^2         |SEAICE strength (with upper and lower limit)
   292 |SIzeta  |  1 |       |SM      M1|m^2/s           |SEAICE nonlinear bulk viscosity
   293 |SIeta   |  1 |       |SM      M1|m^2/s           |SEAICE nonlinear shear viscosity
   294 |SIsigI  |  1 |       |SM      M1|no units        |SEAICE normalized principle stress, component one
   295 |SIsigII |  1 |       |SM      M1|no units        |SEAICE normalized principle stress, component two
   296 |SIshear |  1 |       |SM      M1|s^{-1}          |SEAICE shear deformation
   297 |SIdelta |  1 |       |SM      M1|s^{-1}          |SEAICE Delta deformation
   298 |SItensil|  1 |       |SM      M1|m^2/s^2         |SEAICE maximal tensile strength
   299 |PLUMEKB | 50 |       |SM      MR|                |fractional plume: [0-1] (unitless)
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
   300 |oceSPtnd| 50 |       |SM      MR|g/m^2/s         |salt tendency due to salt plume flux >0 increases salinity
   301 |oceSPflx|  1 |       |SM      U1|g/m^2/s         |net surface Salt flux rejected into the ocean during freezing, (+=down),
   302 |oceSPDep|  1 |       |SM      U1|m               |Salt plume depth based on density criterion (>0)
   303 |EVEL    | 50 |   304 |UMR     MR|m/s             |Eastward Velocity (m/s) (cell center)
   304 |NVEL    | 50 |   303 |VMR     MR|m/s             |Northward Velocity (m/s) (cell center)
   305 |EVELMASS| 50 |   306 |UMR     MR|m/s             |Eastward Geometry-Weighted Velocity (m/s) (cell center)
   306 |NVELMASS| 50 |   305 |VMR     MR|m/s             |Northward Geometry-Weighted Velocity (m/s) (cell center)
   307 |UVELSTAR| 50 |   308 |UUR     MR|m/s             |X-Comp of Bolus Velocity (m/s) weighted by hFacW
   308 |VVELSTAR| 50 |   307 |VVR     MR|m/s             |Y-Comp of Bolus Velocity (m/s) weighted by hFacS
   309 |WVELSTAR| 50 |       |WM      LR|m/s             |Vertical Component of Bolus Velocity (r_units/s)
   310 |EVELSTAR| 50 |   311 |UMR     MR|m/s             |Eastward Component of Bolus Velocity (m/s)
   311 |NVELSTAR| 50 |   310 |VMR     MR|m/s             |Northward Component of Bolus Velocity (m/s)
   312 |oceTAUE |  1 |   313 |UM      U1|N/m^2           |eastward surface wind stress, >0 increases eVel
   313 |oceTAUN |  1 |   312 |VM      U1|N/m^2           |northward surf. wind stress, >0 increases nVel
   314 |EXFtaue |  1 |   315 |UM      U1|N/m^2           |eastward surface wind stress over open water, >0 increases eVel
   315 |EXFtaun |  1 |   314 |VM      U1|N/m^2           |northward surf. wind stress over open water, >0 increases nVel
   316 |EXFewind|  1 |   317 |UM      U1|m/s             |eastward 10-m wind velocity over open water, >0 increases eVel
   317 |EXFnwind|  1 |   316 |VM      U1|m/s             |northward 10-m wind velocity over open water, >0 increases nVel
   318 |SIeice  |  1 |   319 |UM      M1|m/s             |eastward ice-velocity 
   319 |SInice  |  1 |   318 |VM      M1|m/s             |northward ice-velocity 
   320 |SIfwThru|  1 |       |SM      U1|kg/m^2/s        |Freshwater flux through sea-ice to ocean (+=downward)
------------------------------------------------------------------------------------
  Num  |<-Name->|Levs|  mate |<- code ->|<--  Units   -->|<- Tile (max=80c)         
------------------------------------------------------------------------------------
